1	1	0	0	0.0787962	3.16432	-0.022	3.0991	-0.1097	0.994
1.46233	3.15643	0.209655	1.77393	-0.20648	3.32049	-0.2143	3.8735	-0.3535	0.9354
-0.512612	5.20371	-3.77308	2.35638	-0.566576	4.64779	-0.5932	4.5757	-0.575	0.8181
-0.577633	6.43074	0.892601	2.23607	-0.818818	5.34171	-1.1348	5.1616	-0.7604	0.6494
-2.56389	6.51151	-3.16984	1.11123	-1.79344	5.46116	-1.8051	5.5945	-0.898	0.4399
-2.9442	6.5318	-1.17011	0.421783	-2.81728	5.72796	-2.562	5.847	-0.9792	0.2028
-3.43124	6.47174	-0.428087	0.440355	-3.19854	6.06507	-3.3579	5.9033	-0.9989	-0.0471
-4.63665	6.06817	-2.08541	-0.636442	-4.44869	5.81683	-4.1429	5.76	-0.9558	-0.294
-4.82405	5.70924	-0.738011	-0.123258	-4.39874	5.0856	-4.8675	5.4259	-0.8526	-0.5225
-5.6858	4.88281	-1.28951	-1.18496	-5.51791	4.75906	-5.4863	4.9222	-0.6959	-0.7181
-5.95966	4.68647	-0.281532	0.227051	-5.78431	4.55065	-5.9603	4.2804	-0.4955	-0.8686
-6.40236	3.28705	-1.0002	-1.92342	-5.81209	3.08886	-6.2599	3.5408	-0.2639	-0.9646
-6.35552	2.9012	0.135546	0.102906	-6.1336	2.74935	-6.3661	2.75	-0.0157	-0.9999
-6.26103	1.70626	0.313646	-2.38073	-6.19812	1.74138	-6.2723	1.9576	0.2334	-0.9724
-5.9559	1.22642	0.0301918	0.314224	-5.75269	1.21888	-5.9844	1.2135	0.4679	-0.8838
-5.73481	0.365852	0.274867	-1.72782	-5.56002	0.401533	-5.5205	0.5643	0.673	-0.7396
-5.37699	0.222605	0.193533	0.530326	-5.12908	0.17904	-4.9097	0.0509	0.8358	-0.549
-4.76344	-0.487335	0.705101	-1.48041	-4.44505	-0.369756	-4.1904	-0.2945	0.9461	-0.3239
-3.77112	-0.248396	0.679066	0.609586	-3.10964	-0.364213	-3.4079	-0.4502	0.9969	-0.0785
-3.27419	-0.488909	0.384428	-0.877407	-3.15911	-0.487451	-2.6112	-0.4063	0.9851	0.1719
-2.87928	-0.0777865	-0.0431839	1.13482	-2.38972	-0.157453	-1.8504	-0.1657	0.9114	0.4115
-1.59694	0.260976	1.24137	0.586929	-0.749652	0.162208	-1.1734	0.2565	0.7804	0.6252
-0.562784	0.788324	1.27584	0.778017	-0.535379	0.751986	-0.6226	0.8338	0.6004	0.7997
-0.129515	1.65062	-0.102849	1.10678	-0.188427	1.66034	-0.2327	1.53	0.3827	0.9239
0.165197	2.60578	0.754588	0.814262	0.19019	2.81769	-0.0282	2.3013	0.1409	0.99
0.0300986	3.62878	-0.858878	1.73801	-0.0376593	3.5182	0.011	3.0997	0.0785	0.9969
0.161393	4.3198	0.774078	0.788352	0.0594834	3.88845	0.1789	3.8797	0.324	0.9461
0.330256	4.65833	0.102369	0.820169	0.322131	4.2815	0.5356	4.5934	0.5491	0.8358
1.09985	5.25495	1.46257	0.996266	1.07799	5.08264	1.0585	5.1961	0.7397	0.673
1.74451	5.77717	0.428635	0.361793	1.74852	5.72755	1.7149	5.6497	0.8838	0.4679
2.71456	5.6883	1.64979	-0.161243	2.64409	5.54007	2.4635	5.9259	0.9724	0.2334
3.29371	5.8646	0.204387	0.378747	3.2857	5.8521	3.2572	6.0072	0.9999	-0.0157
3.93738	5.9303	1.11225	-0.0840035	3.96312	5.93576	4.0463	5.8886	0.9646	-0.2639
4.75793	5.48351	1.24564	-0.67408	4.60676	5.31329	4.781	5.5775	0.8686	-0.4955
5.80737	5.09663	0.773243	-0.731404	6.09133	5.33604	5.4153	5.0934	0.7181	-0.6959
6.22536	4.26874	0.160196	-1.34421	6.27233	4.2985	5.9093	4.4668	0.5225	-0.8527
6.48605	3.72677	0.286429	-0.374334	6.61612	3.83572	6.2319	3.737	0.294	-0.9558
6.63594	3.42121	-0.281619	-0.650443	6.84321	3.52273	6.3629	2.95	0.0471	-0.9989
6.73831	1.97155	-0.0015442	-2.44785	6.8016	1.96909	6.2941	2.155	-0.2028	-0.9792
6.17514	1.21016	-0.59575	-0.458229	5.86185	1.09638	6.0297	1.4022	-0.44	-0.898
5.60001	0.463814	-0.745405	-1.13423	5.55348	0.463678	5.5864	0.7388	-0.6495	-0.7604
4.79251	0.197381	-0.97792	0.0101717	4.64374	0.171432	4.992	0.2064	-0.8182	-0.575
4.41466	0.0110439	-0.570675	-0.524649	4.69758	-0.0150323	4.284	-0.1614	-0.9354	-0.3535
3.507	-0.496906	-1.06597	-0.841276	3.20368	-0.440365	3.5067	-0.3416	-0.994	-0.1097
2.64474	-0.465538	-1.11856	0.59651	2.53892	-0.496451	2.709	-0.3228	-0.99	0.1409
1.98468	-0.147838	-1.01755	0.177269	2.19581	-0.187537	1.941	-0.1062	-0.9239	0.3827
1.45654	0.277585	-0.549294	0.809252	1.52966	0.372227	1.2511	0.2946	-0.7997	0.6004
0.635469	0.952203	-1.15146	1.07157	0.536379	0.732888	0.6825	0.8543	-0.6252	0.7804
0.261298	1.77966	0.0662865	1.57928	0.18946	1.36421	0.2709	1.5379	-0.4115	0.9114
0.117089	2.62973	-0.356562	0.797695	0.131292	2.50346	0.0423	2.3024	-0.1719	0.9851
