-0.1578	2.8872	0	0	-0.1578	2.8872	0	2.75	0	1
-0.309087	3.46076	-0.139694	0.529609	-0.3101	3.4646	-0.0938	3.4924	-0.2334	0.9724
-0.450569	4.52046	-0.188097	1.56521	-0.4508	4.5254	-0.3817	4.2365	-0.4679	0.8838
-0.819438	4.95205	-0.599441	0.0196342	-0.8223	4.9413	-0.8456	4.8857	-0.673	0.7396
-1.58962	5.50961	-1.16385	1.07192	-1.5938	5.5174	-1.4564	5.3991	-0.8358	0.549
-2.03622	5.85473	-0.216031	0.0694591	-2.0291	5.8472	-2.1756	5.7445	-0.9461	0.3239
-2.93931	5.75125	-1.64731	-0.24227	-2.9501	5.7489	-2.9582	5.9002	-0.9969	0.0785
-3.94285	5.6385	-1.031	-0.0833116	-3.9382	5.6397	-3.7549	5.8563	-0.9851	-0.1719
-4.44271	5.51366	-0.393761	-0.197426	-4.4379	5.5128	-4.5157	5.6157	-0.9114	-0.4115
-5.00553	5.30781	-0.879756	-0.291388	-5.0092	5.3071	-5.1927	5.1935	-0.7804	-0.6252
-5.77572	4.94601	-1.00994	-0.543776	-5.7767	4.9441	-5.7435	4.6162	-0.6004	-0.7997
-5.92692	3.87088	0.278044	-1.79913	-5.9172	3.8614	-6.1333	3.92	-0.3827	-0.9239
-6.26274	3.24929	-0.816769	-0.195447	-6.271	3.2614	-6.3378	3.1487	-0.1409	-0.99
-6.27479	2.18583	0.441032	-1.97443	-6.2653	2.1724	-6.3441	2.3509	0.1097	-0.994
-5.79193	1.97573	0.696069	0.711263	-5.79	1.996	-6.1518	1.5765	0.3535	-0.9355
-5.75855	1.05555	-0.33056	-2.20928	-5.7663	1.0335	-5.7729	0.8743	0.575	-0.8182
-5.11691	0.312041	1.44642	-0.201214	-5.1035	0.3272	-5.2312	0.2884	0.7604	-0.6495
-4.52345	-0.21567	0.340962	-0.920451	-4.5318	-0.2211	-4.5609	-0.1444	0.898	-0.44
-3.68714	-0.626519	1.44616	-0.282069	-3.6788	-0.6217	-3.804	-0.397	0.9792	-0.2028
-3.06508	-0.523269	0.397202	0.362967	-3.073	-0.5184	-3.0081	-0.4533	0.9989	0.0471
-2.54706	-0.485165	0.789934	-0.131774	-2.5441	-0.4889	-2.2232	-0.31	0.9558	0.294
-1.4286	-0.0426126	1.74407	0.942887	-1.4214	-0.0345	-1.4986	0.0241	0.8527	0.5225
-0.715796	0.380405	0.405677	0.293169	-0.7259	0.3755	-0.8798	0.5278	0.6959	0.7181
-0.429533	1.05932	0.330607	1.16467	-0.4301	1.0659	-0.4058	1.1697	0.4955	0.8686
-0.00546264	1.79343	0.643579	0.777083	-0.0031	1.7905	-0.1062	1.9092	0.2639	0.9645
-0.0199628	2.35036	-0.394588	0.650129	-0.0278	2.3494	0	2.7	0.0157	0.9999
0.188638	3.60197	0.633593	2.08473	0.1964	3.6128	0.0704	3.4949	0.2028	0.9792
0.367654	4.20575	-0.00939099	-0.00195148	0.3628	4.19	0.3348	4.2478	0.44	0.898
0.763429	4.87448	0.781522	1.31259	0.7694	4.8844	0.7781	4.9112	0.6495	0.7604
1.57997	5.43692	1.15673	0.356273	1.5828	5.4297	1.3724	5.4436	0.8182	0.575
1.71737	5.98165	-0.388638	0.865621	1.7057	5.9855	2.0805	5.8114	0.9355	0.3534
2.59096	5.98954	1.93437	-0.477021	2.6085	5.9794	2.8578	5.9915	0.994	0.1097
3.69004	5.99162	1.05494	0.275478	3.6834	5.9973	3.6555	5.9727	0.99	-0.1409
4.58928	5.96417	1.16337	-0.210562	4.5901	5.9605	4.4234	5.7562	0.9239	-0.3827
4.69876	5.51052	-0.447174	-0.769879	4.6866	5.5063	5.1134	5.3554	0.7997	-0.6004
5.63918	5.11001	2.09873	-0.34746	5.6584	5.1132	5.682	4.7956	0.6252	-0.7804
5.99331	4.17375	-0.499517	-1.63849	5.9737	4.164	6.0936	4.1121	0.4115	-0.9114
6.10178	3.54067	0.496905	-0.309388	6.1093	3.5507	6.3222	3.3476	0.1719	-0.9851
6.45072	2.60341	0.401626	-1.66209	6.45	2.5932	6.3535	2.5503	-0.0785	-0.9969
6.02417	1.74394	-1.06502	-0.739954	6.0131	1.7509	6.1856	1.7703	-0.3239	-0.9461
5.98122	1.17644	0.521691	-0.69198	5.9932	1.1768	5.8289	1.0565	-0.549	-0.8358
5.27257	0.411529	-1.68659	-1.10642	5.2559	0.4084	5.306	0.4539	-0.7396	-0.673
4.28544	-0.050169	-0.976377	-0.275987	4.2908	-0.0439	4.6496	0.0002	-0.8838	-0.4679
3.95966	-0.474388	-0.0834175	-0.674945	3.9664	-0.4774	3.901	-0.2759	-0.9724	-0.2334
3.50839	-0.57392	-0.837547	0.188797	3.5027	-0.5674	3.1072	-0.3573	-0.9999	0.0157
2.14378	-0.253803	-2.19972	0.520389	2.1335	-0.2513	2.3182	-0.2386	-0.9646	0.2639
1.43662	0.0834701	-0.135386	0.365383	1.4522	0.0823	1.5835	0.0725	-0.8686	0.4955
0.893143	0.656642	-0.988815	0.916205	0.8867	0.6608	0.9492	0.5566	-0.7181	0.6959
0.755822	1.10945	0.293257	0.36677	0.7655	1.1053	0.4552	1.1832	-0.5225	0.8526
0.0773184	2.19044	-1.4975	1.91133	0.0638	2.2021	0.1326	1.9129	-0.294	0.9558
-0.244866	2.4764	0.220113	-0.526593	-0.2319	2.458	0.0016	2.7	-0.0471	0.9989
