-0.145	2.5673	0	0	-0.145	2.5673	0	2.75	0	1
-0.0183303	3.36476	-0.00551209	1.39066	0.0351295	3.34672	-0.022	3.0991	-0.1097	0.994
0.0303101	3.5676	0.123826	0.66383	0.0352	3.5169	-0.0938	3.4924	-0.2334	0.9724
-0.183594	3.9423	-0.569778	1.11619	-0.205385	3.88598	-0.2143	3.8735	-0.3535	0.9354
-0.262308	4.23062	-0.134191	0.669077	-0.2448	4.201	-0.3817	4.2365	-0.4679	0.8838
-0.289275	4.51813	-0.104804	1.29991	-0.268026	4.22831	-0.5932	4.5757	-0.575	0.8181
-0.685909	4.93061	-1.0887	0.997697	-0.7241	4.9124	-0.8456	4.8857	-0.673	0.7396
-1.10607	5.34122	-0.932115	0.486492	-1.16724	5.62221	-1.1348	5.1616	-0.7604	0.6494
-1.59924	5.35786	-1.23002	-0.00595884	-1.6074	5.3277	-1.4564	5.3991	-0.8358	0.549
-1.93303	5.59403	-0.768481	0.536944	-1.93352	5.71182	-1.8051	5.5945	-0.898	0.4399
-2.10804	5.67185	-0.402802	0.142188	-2.0888	5.6432	-2.1756	5.7445	-0.9461	0.3239
-2.53811	5.72503	-1.14878	0.197054	-2.57527	5.70377	-2.562	5.847	-0.9792	0.2028
-2.95769	5.81313	-1.04936	0.217582	-2.954	5.8133	-2.9582	5.9002	-0.9969	0.0785
-3.53591	5.80261	-1.4342	-0.113743	-3.58488	5.81568	-3.3579	5.9033	-0.9989	-0.0471
-3.83752	5.71534	-0.741578	-0.282804	-3.8058	5.6952	-3.7549	5.8563	-0.9851	-0.1719
-4.37625	5.54802	-1.17244	-0.724247	-4.55615	5.69096	-4.1429	5.76	-0.9558	-0.294
-4.60345	5.31266	-0.57084	-0.637658	-4.5775	5.3074	-4.5157	5.6157	-0.9114	-0.4115
-4.59127	5.47121	0.315734	0.223716	-4.65289	5.69762	-4.8675	5.4259	-0.8526	-0.5225
-5.04346	5.16089	-1.08878	-0.66473	-5.0983	5.1407	-5.1927	5.1935	-0.7804	-0.6252
-5.4796	5.102	-0.71582	-0.44213	-5.68611	5.33331	-5.4863	4.9222	-0.6959	-0.7181
-6.03333	4.64466	-1.34287	-1.07449	-6.0554	4.6262	-5.7435	4.6162	-0.6004	-0.7997
-5.88956	4.35375	-0.0662088	-0.347554	-5.40099	4.09983	-5.9603	4.2804	-0.4955	-0.8686
-6.06807	3.75442	-0.35533	-1.39994	-6.0684	3.7168	-6.1333	3.92	-0.3827	-0.9239
-6.14721	3.50316	-0.231152	-0.545705	-6.11562	3.55776	-6.2599	3.5408	-0.2639	-0.9646
-6.28121	3.131	-0.316975	-0.909099	-6.2817	3.118	-6.3378	3.1487	-0.1409	-0.99
-6.02056	2.54981	0.0738801	-1.21371	-5.52924	2.34485	-6.3661	2.75	-0.0157	-0.9999
-6.16369	2.11937	-0.416592	-1.05735	-6.196	2.1311	-6.3441	2.3509	0.1097	-0.994
-6.17951	1.9041	0.61221	-0.664177	-6.44937	2.01761	-6.2723	1.9576	0.2334	-0.9724
-6.18729	1.54111	-0.0943371	-0.884689	-6.2317	1.5386	-6.1518	1.5765	0.3535	-0.9355
-6.0023	1.31657	0.878126	-0.608542	-6.1148	1.359	-5.9844	1.2135	0.4679	-0.8838
-5.52085	0.751918	1.26535	-1.39527	-5.4912	0.7221	-5.7729	0.8743	0.575	-0.8182
-5.2035	0.480931	0.518754	-0.61624	-5.14521	0.518803	-5.5205	0.5643	0.673	-0.7396
-5.24787	0.29261	-0.195187	-0.47745	-5.2956	0.298	-5.2312	0.2884	0.7604	-0.6495
-4.84274	0.228358	0.940915	-0.136084	-4.57439	0.218331	-4.9097	0.0509	0.8358	-0.549
-4.36563	-0.0783163	1.22534	-0.792167	-4.3465	-0.1027	-4.5609	-0.1444	0.898	-0.44
-4.12893	-0.321456	0.908981	-0.556806	-4.40917	-0.332607	-4.1904	-0.2945	0.9461	-0.3239
-3.63974	-0.38575	1.26682	-0.0901896	-3.6144	-0.3654	-3.804	-0.397	0.9792	-0.2028
-3.20142	-0.367901	0.808918	0.0162751	-3.08308	-0.350167	-3.4079	-0.4502	0.9969	-0.0785
-3.00773	-0.426361	0.441672	-0.181106	-3.0328	-0.4361	-3.0081	-0.4533	0.9989	0.0471
-2.24753	-0.329116	1.65478	0.20915	-1.83364	-0.278051	-2.6112	-0.4063	0.9851	0.1719
-2.13788	-0.479417	0.0945449	-0.502827	-2.2441	-0.5173	-2.2232	-0.31	0.9558	0.294
-1.95069	-0.0442341	0.416673	1.15899	-1.68957	-0.0924993	-1.8504	-0.1657	0.9114	0.4115
-1.60752	0.146074	0.958596	0.245884	-1.5786	0.1068	-1.4986	0.0241	0.8527	0.5225
-0.878229	0.251436	1.67815	0.311309	-0.648673	0.170474	-1.1734	0.2565	0.7804	0.6252
-0.839165	0.432394	-0.122993	0.437036	-0.9587	0.4459	-0.8798	0.5278	0.6959	0.7181
-0.820975	0.928828	0.366704	1.06948	-0.920629	1.12115	-0.6226	0.8338	0.6004	0.7997
-0.601214	1.34701	0.586034	1.06014	-0.5879	1.3444	-0.4058	1.1697	0.4955	0.8686
-0.301791	1.70218	0.66625	1.35124	-0.255707	1.4287	-0.2327	1.53	0.3827	0.9239
-0.204678	2.02996	0.069454	0.718285	-0.2299	1.9904	-0.1062	1.9092	0.2639	0.9645
-0.0262055	2.19787	0.413654	1.13523	-0.0250559	1.76392	-0.0282	2.3013	0.1409	0.99
-0.123421	2.64616	-0.446197	1.10877	-0.1618	2.6458	0	2.7	0.0157	0.9999
0.164243	3.23864	0.813606	1.23366	0.212915	3.3807	0.011	3.0997	0.0785	0.9969
0.203215	3.55871	-0.0752604	0.736176	0.1661	3.5278	0.0704	3.4949	0.2028	0.9792
0.159044	3.87344	-0.129553	0.436455	0.16543	4.06273	0.1789	3.8797	0.324	0.9461
0.346238	4.11355	0.568019	0.621749	0.3751	4.1267	0.3348	4.2478	0.44	0.898
0.560561	4.34816	0.624249	1.26327	0.511537	3.99357	0.5356	4.5934	0.5491	0.8358
0.539732	4.96423	-0.131265	1.57253	0.5106	4.9818	0.7781	4.9112	0.6495	0.7604
0.883026	5.10003	0.966432	0.749924	0.822883	4.65147	1.0585	5.1961	0.7397	0.673
1.30479	5.44299	1.05692	0.872597	1.3084	5.4514	1.3724	5.4436	0.8182	0.575
1.8366	5.54126	1.39533	0.353309	1.80066	5.37964	1.7149	5.6497	0.8838	0.4679
2.12082	5.91662	0.733776	0.976054	2.1013	5.9503	2.0805	5.8114	0.9355	0.3534
2.6516	5.98215	1.173	-0.40766	2.77601	6.13376	2.4635	5.9259	0.9724	0.2334
2.92647	6.11304	0.748428	0.375669	2.9193	6.1571	2.8578	5.9915	0.994	0.1097
3.33013	6.44895	0.899113	0.624507	3.43724	6.64776	3.2572	6.0072	0.9999	-0.0157
3.51261	6.15929	0.343519	-0.878646	3.469	6.0621	3.6555	5.9727	0.99	-0.1409
4.02969	5.95085	1.39433	-0.446159	4.12916	5.99181	4.0463	5.8886	0.9646	-0.2639
4.45016	5.87399	1.0729	-0.204223	4.44	5.8827	4.4234	5.7562	0.9239	-0.3827
4.82488	5.58459	0.765333	-0.952469	4.87582	5.61113	4.781	5.5775	0.8686	-0.4955
4.86005	5.31828	0.112156	-0.732758	4.8332	5.318	5.1134	5.3554	0.7997	-0.6004
5.28378	4.76114	1.28375	-1.2876	5.27184	4.62749	5.4153	5.0934	0.7181	-0.6959
5.49319	4.72852	0.618448	-0.121973	5.4799	4.775	5.682	4.7956	0.6252	-0.7804
5.82491	4.3284	0.904646	-1.01785	5.77551	4.21632	5.9093	4.4668	0.5225	-0.8527
